Ike Skelton,Missouri
Karen McCarthy,Missouri
Pat Danner,Missouri
Mel Hancock,Missouri
Bill Emerson,Missouri
Harold L. Volkmer,Missouri
John Patrick Williams,Montana
Doug Bereuter,Nebraska
Jon L. Christensen,Nebraska
Bill Barrett,Nebraska
John Ensign,Nevada
Barbara F. Vucanovich,Nevada
Bill Zeliff,New Hampshire
Charles F. Bass,New Hampshire
Rob Andrews,New Jersey
Frank LoBiondo,New Jersey
Jim Saxton,New Jersey
Chris Smith,New Jersey
Marge Roukema,New Jersey
Frank Pallone,New Jersey
Bob Franks,New Jersey
Bill Martini,New Jersey
Robert Torricelli,New Jersey
Don Payne,New Jersey
Rodney Frelinghuysen,New Jersey
Dick Zimmer,New Jersey
Bob Menendez,New Jersey
Steven H. Schiff,New Mexico
Joe Skeen,New Mexico
Bill Richardson,New Mexico
Michael Forbes,New York
Rick A. Lazio,New York
Peter T. King,New York
Dan Frisa,New York
Gary L. Ackerman,New York
Floyd H. Flake,New York
Thomas J. Manton,New York
Jerrold Nadler,New York
Charles E. Schumer,New York
Edolphus Towns,New York
Major R. Owens,New York
Nydia M. Velázquez,New York
Susan Molinari,New York
Carolyn B. Maloney,New York
Charles B. Rangel,New York
José E. Serrano,New York
Eliot L. Engel,New York
Nita M. Lowey,New York
Sue W. Kelly,New York
Benjamin A. Gilman,New York
Michael R. McNulty,New York
Gerald B.H. Solomon,New York
Sherwood Boehlert,New York
John M. McHugh,New York
James T. Walsh,New York
Maurice D. Hinchey,New York
Bill Paxon,New York
Louise McIntosh Slaughter,New York
John J. LaFalce,New York
Jack Quinn,New York
Amo Houghton,New York
Eva M. Clayton,North Carolina
David Funderburk,North Carolina
Walter B. Jones,North Carolina
Fred Heineman,North Carolina
Richard Burr,North Carolina
Howard Coble,North Carolina
Charlie Rose,North Carolina
Bill Hefner,North Carolina
Sue Wilkins Myrick,North Carolina
Cass Ballenger,North Carolina
Charles H. Taylor,North Carolina
Melvin L. Watt,North Carolina
Earl Pomeroy,North Dakota
Steve Chabot,Ohio
Rob Portman,Ohio
Tony P. Hall,Ohio
Mike Oxley,Ohio
Paul Gillmor,Ohio
Frank Cremeans,Ohio
Dave Hobson,Ohio
John Boehner,Ohio
Marcy Kaptur,Ohio
Martin Hoke,Ohio
Louis Stokes,Ohio
John R. Kasich,Ohio
Sherrod Brown,Ohio
Thomas C. Sawyer,Ohio
Deborah Pryce,Ohio
Ralph Regula,Ohio
Jim Traficant,Ohio
Bob Ney,Ohio
Steve LaTourette,Ohio
Steve Largent,Oklahoma
Thomas A. Coburn,Oklahoma
William K. Brewster,Oklahoma
"J. C. Watts, Jr.",Oklahoma
"Ernest J. Istook, Jr.",Oklahoma
Frank D. Lucas,Oklahoma
Elizabeth Furse,Oregon
Wes Cooley,Oregon
Ron Wyden,Oregon
Earl Blumenauer,Oregon
Peter A. DeFazio,Oregon
Jim Bunn,Oregon
Thomas M. Foglietta,Pennsylvania
Chaka Fattah,Pennsylvania
"Robert A. Borski, Jr.",Pennsylvania
Ron Klink,Pennsylvania
William F. Clinger,Pennsylvania
Tim Holden,Pennsylvania
Curt Weldon,Pennsylvania
James C. Greenwood,Pennsylvania
Bud Shuster,Pennsylvania
Joseph M. McDade,Pennsylvania
Paul E. Kanjorski,Pennsylvania
John P. Murtha,Pennsylvania
Jon D. Fox,Pennsylvania
William J. Coyne,Pennsylvania
Paul McHale,Pennsylvania
Robert Smith Walker,Pennsylvania
George Gekas,Pennsylvania
Michael F. Doyle,Pennsylvania
William F. Goodling,Pennsylvania
Frank Mascara,Pennsylvania
Phil English,Pennsylvania
Patrick J. Kennedy,Rhode Island
Jack Reed,Rhode Island
Mark Sanford,South Carolina
Floyd Spence,South Carolina
Lindsey O. Graham,South Carolina
Bob Inglis,South Carolina
"John M. Spratt, Jr.",South Carolina
James E. Clyburn,South Carolina
Tim Johnson,South Dakota
James H. Quillen,Tennessee
"John J. Duncan, Jr.",Tennessee
Zach Wamp,Tennessee
Van Hilleary,Tennessee
Bob Clement,Tennessee
Bart Gordon,Tennessee
Ed Bryant,Tennessee
John S. Tanner,Tennessee
"Harold E. Ford, Sr.",Tennessee
Jim Chapman,Texas
Charles Wilson,Texas
Sam Johnson,Texas
Ralph M. Hall,Texas
John Wiley Bryant,Texas
Joe Barton,Texas
"William Reynolds Archer, Jr.",Texas
Jack Fields,Texas
Steve Stockman,Texas
Lloyd Doggett,Texas
Chet Edwards,Texas
Pete Geren,Texas
Mac Thornberry,Texas
Greg Laughlin,Texas
Kika de la Garza,Texas
Ronald D. Coleman,Texas
Charles W. Stenholm,Texas
Sheila Jackson-Lee,Texas
Larry Combest,Texas
Henry B. Gonzalez,Texas
Lamar S. Smith,Texas
Tom DeLay,Texas
Henry Bonilla,Texas
Martin Frost,Texas
Ken Bentsen,Texas
Richard K. Armey,Texas
Solomon P. Ortiz,Texas
Frank Tejeda,Texas
Gene Green,Texas
Eddie Bernice Johnson,Texas
James V. Hansen,Utah
Enid Greene Waldholtz,Utah
Bill Orton,Utah
Bernard Sanders,Vermont
Herbert H. Bateman,Virginia
Owen B. Pickett,Virginia
Robert C. Scott,Virginia
Norman Sisisky,Virginia
"Lewis F. Payne, Jr.",Virginia
Bob Goodlatte,Virginia
"Thomas J. Bliley, Jr.",Virginia
James P. Moran,Virginia
Rick Boucher,Virginia
Frank R. Wolf,Virginia
Thomas M. Davis,Virginia
Rick White,Washington
Jack Metcalf,Washington
Linda Smith,Washington
Doc Hastings,Washington
"George R. Nethercutt, Jr.",Washington
Norman D. Dicks,Washington
Jim McDermott,Washington
Jennifer Dunn,Washington
Randy Tate,Washington
Alan B. Mollohan,West Virginia
"Robert E. Wise, Jr.",West Virginia
Nick J. Rahall II,West Virginia
Mark Neumann,Wisconsin
Scott L. Klug,Wisconsin
Steve Gunderson,Wisconsin
Gerald D. Kleczka,Wisconsin
Thomas M. Barrett,Wisconsin
Thomas E. Petri,Wisconsin
David R. Obey,Wisconsin
Toby Roth,Wisconsin
"F. James Sensenbrenner, Jr.",Wisconsin
Barbara Cubin,Wyoming
